id,name,time,servings,calories,protein,carbs,fat,sugar,cholesterol,fiber,tags,ingredients,steps,image,source,credits
26,Italian Bread Using Bread Machine,25,1,500,12,48,18,15,15,8,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1.3329999446869 cups warm water (110 degrees F/45 degrees C)"", ""1.5 teaspoons olive oil"", ""4 cups unbleached all-purpose flour"", ""1 tablespoon light brown sugar"", ""1.5 teaspoons salt"", ""1 (.25 ounce) package active dry yeast"", ""2 tablespoons cornmeal"", ""1 large egg"", ""1 tablespoon water""]","[""Gather all ingredients."", ""Place 1 1/3 cups warm water, olive oil, flour, brown sugar, salt, and yeast into a bread machine in the order listed, or follow the order recommended by your manufacturer if different. Run the Dough cycle, about 90 minutes."", ""Sprinkle cornmeal onto a cutting board. Punch down dough, turn out onto a lightly floured surface, and form into two loaves."", ""Place loaves, seam-side down, onto the cutting board; cover with a damp cloth and let rise until doubled in volume, about 40 minutes."", ""Meanwhile, preheat the oven to 375 degrees F (190 degrees C)."", ""Beat egg and 1 tablespoon water together in a small bowl; brush over risen loaves."", ""Use a sharp knife to quickly cut one long slash down the center of each loaf."", ""Gently shake the cutting board to make sure the loaves are not sticking; use a spatula or pastry knife to loosen them if necessary. Slide loaves onto a baking sheet with a quick but careful motion."", ""Bake in the preheated oven until loaves are golden brown and sound hollow when tapped on the bottom, 30 to 35 minutes.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/22823/italian-bread-using-a-bread-machine/
27,Indian Relish,5,1,195,6,18,3,15,0,5,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2 red bell peppers, chopped"", ""1 sweet onion, peeled and chopped"", ""1 cup white wine vinegar"", ""1 cup white sugar"", ""1 tablespoon crushed red pepper flakes""]","[""Combine bell peppers, onion, white wine vinegar, sugar, and red pepper flakes in a medium saucepan over medium heat. Bring to a boil, then reduce heat to a simmer. Cook until thickened, stirring occasionally, about 30 minutes."", ""Transfer to a sterilized glass container; cover. Refrigerate before serving, 4 hours to overnight.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/24180/indian-relish/
28,No-yeast Pizza Crust,15,1,320,6,33,15,0,15,5,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1.3333333730698 cups all-purpose flour"", ""1 teaspoon baking powder"", ""0.5 teaspoon salt"", ""0.5 cup fat-free milk"", ""2 tablespoons olive oil""]","[""Gather all ingredients."", ""Mix flour, baking powder, and salt together in a bowl; stir in milk and olive oil until a soft dough forms."", ""Turn dough onto a lightly floured surface and knead 10 times. Shape dough into a ball; cover with an inverted bowl and let sit for 10 minutes. Meanwhile, preheat the oven to 400 degrees F (200 degrees C)."", ""Roll dough into a 12-inch circle on a baking sheet."", ""Bake the crust in the preheated oven for 8 minutes."", ""Add your favorite toppings and bake until the crust is golden brown, about 10 to 15 minutes more. Enjoy!""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/244638/no-yeast-pizza-crust/
29,Irish Boiled Dinner Corned Beef,15,6,100,5,5,2,0,4,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 (5 1/2 pound) corned beef brisket"", ""2 large onions"", ""10 carrots, cut into 1 inch pieces"", ""2 heads cabbage, cored and cut into wedges"", ""15 small white (Irish) potatoes""]","[""Gather all ingredients."", ""Rinse brisket under cold water and place in a large pot. Add enough water to cover roast by 6 inches."", ""Peel onions and place them in the pot. Bring to a boil; cook for about 30 minutes at a rolling boil. Reduce heat to medium-low, so water is at a gentle boil. Cover and cook for 3 \u00bd hours."", ""Remove onions and cut them into wedges. Return them to the pot. Add carrots to the pot, then place cabbage over roast. Place potatoes on top of cabbage. Cover and cook until potatoes are tender, about 30 minutes more. The potatoes should be immersed in the water by now, but if not, keep the lid on so they can steam."", ""Remove vegetables from the pot and place in a separate serving bowl. Keep corned beef in the pot until ready to slice and serve to prevent it from drying out too quickly.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/30918/irish-boiled-dinner-corned-beef/
30,Brick-oven Pizza Brooklyn Style,30,1,760,16,58,44,0,45,10,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""0.25 cup warm water"", ""1 teaspoon active dry yeast"", ""1 cup cold water"", ""1 teaspoon salt"", ""3 cups bread flour"", ""1 tablespoon extra-virgin olive oil"", ""6 ounces low moisture mozzarella cheese, thinly sliced"", ""0.5 teaspoon dried oregano"", ""0.25 teaspoon freshly ground black pepper"", ""0.5 cup no salt added canned crushed tomatoes"", ""2 tablespoons extra-virgin olive oil"", ""6 leaves fresh basil, torn""]","[""Make the dough: Pour warm water into a large bowl, then sprinkle yeast over the top. Let stand for 5 minutes. Stir in cold water and salt. Stir in flour, 1 cup at a time until incorporated."", ""Knead dough on a floured surface until smooth, about 10 minutes."", ""Divide in half and form into two tight dough balls. Coat with olive oil and refrigerate in a sealed container for at least 16 hours. Be sure to use a big enough container to allow dough to rise."", ""Make the pizzas: Remove dough from the refrigerator one hour prior to using."", ""Preheat the oven, with a pizza stone on the lowest rack, to 550 degrees F (288 degrees C). Lightly dust a pizza peel with flour."", ""Prepare the first pizza: Lightly dust one dough ball with flour and stretch gradually until about 14 inches in diameter, or about the size of the pizza stone. Place on the floured peel."", ""Lay 1/2 of the mozzarella on the crust, then sprinkle 1/4 teaspoon oregano and 1/8 teaspoon pepper over the top. Randomly arrange 1/4 cup crushed tomatoes over the pizza, leaving some empty areas, then drizzle 1 tablespoon olive oil over top."", ""With a quick back and forth jerk, make sure dough will release from the peel easily. Place the tip of the peel at the back of the preheated pizza stone, and remove the peel so that the pizza is left on the stone."", ""Bake in the preheated oven until the crust begins to brown, 4 to 6 minutes."", ""Slide the pizza onto the peel and remove from the oven; then slide off the peel onto a work surface. Sprinkle 1/2 of the basil leaves randomly over the pizza. Cut into wedges and serve.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/70801/brick-oven-pizza-brooklyn-style/
31,Chicken Stir Fry,20,6,125,6,11,3,2,6,2,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""4 cups water"", ""2 cups white rice"", ""0.66666668653488 cup soy sauce"", ""0.25 cup brown sugar"", ""1 tablespoon cornstarch"", ""1 tablespoon minced fresh ginger"", ""1 tablespoon minced garlic"", ""0.25 teaspoon red pepper flakes"", ""3 skinless, boneless chicken breast halves, thinly sliced"", ""2 tablespoons sesame oil, divided"", ""1 head broccoli, broken into florets"", ""1 onion, cut into large chunks"", ""1 cup sliced carrots"", ""1 (8 ounce) can sliced water chestnuts, drained"", ""1 green bell pepper, cut into matchsticks""]","[""Gather all ingredients."", ""Bring water and rice to a boil in a saucepan over high heat. Reduce heat to medium-low, cover, and simmer until rice is tender, and liquid has been absorbed, 20 to 25 minutes."", ""Meanwhile, combine soy sauce, brown sugar, and cornstarch in a medium glass or ceramic bowl; stir until smooth."", ""Stir in ginger, garlic, and red pepper flakes; add chicken and stir to coat. Cover and marinate in the refrigerator for at least 15 minutes."", ""Heat 1 tablespoon sesame oil in a wok or large skillet over medium-high heat. Add broccoli, onion, carrots, water chestnuts, and bell pepper; cook and stir until just tender, about 5 minutes."", ""Transfer vegetables into a dish; set aside."", ""Heat remaining 1 tablespoon sesame oil in the same wok or skillet over medium-high heat. Add chicken, reserving marinade, and cook until just browned, about 2 minutes per side."", ""Stir in vegetables and reserved marinade. Bring to a boil; cook and stir until chicken is no longer pink in the center and vegetables are tender, 5 to 7 minutes."", ""Serve over rice.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/223382/chicken-stir-fry/
32,Pasta Salad Homemade Dressing,30,8,118,5,10,6,0,5,2,"[""gluten-free"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""1 (8 ounce) package uncooked tri-color rotini pasta"", ""6 ounces pepperoni sausage, diced"", ""6 ounces provolone cheese, cubed"", ""1 medium red onion, very thinly sliced and cut into 1-inch pieces"", ""1 small cucumber, thinly sliced"", ""0.75 cup chopped green bell pepper"", ""0.75 cup chopped red bell pepper"", ""1 (6 ounce) can pitted black olives, drained"", ""0.25 cup minced fresh parsley"", ""0.25 cup grated Parmesan cheese"", ""0.5 cup olive oil"", ""0.25 cup red wine vinegar"", ""2 cloves garlic, minced"", ""1 teaspoon dried basil"", ""1 teaspoon dried oregano""]","[""Gather all ingredients."", ""Bring a large pot of lightly salted water to a boil. Add rotini and cook until tender yet firm to the bite, 8 to 10 minutes. Drain, rinse with cold water, and drain again."", ""Transfer drained, cooked pasta to a large bowl. Add pepperoni, provolone cheese, red onion, cucumber, bell peppers, olives, parsley, and Parmesan cheese."", ""Mix olive oil, vinegar, garlic, basil, oregano, ground mustard, salt, and pepper for dressing in a jar with a lid. Seal the jar, and shake until well combined."", ""Pour dressing over the pasta salad; toss until well coated. Serve immediately, or cover and chill in the refrigerator for up to 8 hours before serving.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/73963/pasta-salad-with-homemade-dressing/
33,American-style Potato Salad,20,6,100,5,8,3,0,2,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2 pounds red boiling potatoes, scrubbed"", ""2 tablespoons red wine vinegar"", ""0.5 teaspoon salt"", ""0.5 teaspoon freshly ground black pepper"", ""3 hard-cooked eggs"", ""1 small celery stalk"", ""0.25 cup chopped sweet pickle (not relish)"", ""3 scallions"", ""2 tablespoons chopped fresh parsley"", ""0.5 cup mayonnaise"", ""2 tablespoons Dijon-style mustard""]","[""Place potatoes in a pot with water to cover. Bring to a boil, cover and simmer, stirring to ensure even cooking, until a thin-bladed paring knife or a metal skewer inserted into a potato can be removed with no resistance, 25 to 30 minutes. Drain, rinse under cold water, and drain again. Cool slightly."", ""Cut warm potatoes into 3/4-inch dice. Layer them in a bowl, seasoning with vinegar, salt, and pepper as you go."", ""Cut eggs, celery, and pickle in 1/4-inch dice. Thinly slice scallions. Add to potatoes, along with parsley. Stir in mayonnaise and mustard until everything is combined. Chill, covered, before serving.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/76992/classic-american-style-potato-salad/
34,Cuban Sandwich,15,2,310,15,21,14,0,27,3,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""0.25 cup mayonnaise"", ""0.25 cup mustard"", ""1 pinch cayenne pepper"", ""1 (8 ounce) loaf Cuban bread"", ""8 slices Swiss cheese"", ""6 thin slices smoked fully-cooked ham"", ""1.5 cups cooked pulled pork, heated"", ""1 large dill pickle, sliced thinly lengthwise"", ""2 tablespoons butter, or as needed""]","[""Gather all ingredients."", ""Mix mayonnaise, mustard, and cayenne together in a bowl to make sauce."", ""Trim off ends of bread. Cut loaf in half and evenly split bread to make tops and bottoms of two sandwiches."", ""Spread each half on both sides generously with mayo-mustard sauce."", ""Divide sandwich ingredients between the two bottom halves in this order: 2 slices Swiss cheese, 3 slices ham, hot cooked pork, pickle slices, and 2 more slices Swiss cheese. Place tops on sandwiches."", ""Melt butter in a heavy skillet over medium heat. Place sandwiches in the skillet and press down with a heavy weight, such as another skillet or foil-wrapped bricks. Toast sandwiches until bread is crisp and filling is heated through, 3 or 4 minutes per side."", ""Serve hot and enjoy!""]","""https://www.allrecipes.com/thmb/R6NVpGXjKBvFR4xV4ZZUt-tUGiY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/256978-chef-johns-cuban-sandwich-step-6-BP-2662-6f6c6fe809354088b2e3ddc4c37e4ae0.jpg""",Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/256968/chef-johns-cuban-sandwich/
35,Chicken Arroz Caldo Chicken Rice Porridge,20,5,153,17,8,3,0,23,2,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""2 tablespoons olive oil"", ""1 onion, diced"", ""2 cloves garlic, crushed"", ""1 (2 inch) piece fresh ginger, peeled and thinly sliced"", ""2.25 pounds chicken wings, split and tips discarded"", ""1 tablespoon fish sauce"", ""5.25 cups chicken broth"", ""1 cup glutinous sweet rice"", ""salt and pepper to taste"", ""1 green onion, chopped"", ""1 lemon, sliced"", ""1 teaspoon fish sauce for sprinkling, if desired""]","[""Gather all ingredients."", ""Heat oil in a large pot over medium heat. Cook and stir onion, garlic, and ginger in hot oil until fragrant, about 5 minutes."", ""Add chicken wings; cook and stir for 1 minute. Stir in fish sauce, cover, and cook another 2 minutes."", ""Pour chicken broth into the pot. Stir in sweet rice and bring mixture to a boil. Cover and cook for 10 minutes, stirring occasionally to prevent rice from sticking to the bottom of the pot."", ""Season with salt and pepper. Portion soup into bowls and garnish with green onion."", ""Serve with lemon slices and additional fish sauce, if desired.""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/212940/chicken-arroz-caldo-chicken-rice-porridge/
36,World's Best Honey Garlic Pork Chops,10,6,100,5,5,2,2,4,1,"[""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""0.5 cup ketchup"", ""2.6666667461395 tablespoons honey"", ""2 tablespoons low-sodium soy sauce"", ""2 cloves garlic, crushed"", ""6 (4 ounce) (1-inch thick) pork chops""]","[""Preheat grill for medium heat and lightly oil the grate. Gather ingredients."", ""Whisk ketchup, honey, soy sauce, and garlic together in a bowl to make a glaze."", ""Sear the pork chops on both sides on the preheated grill. Lightly brush glaze onto each side of the chops as they cook; grill until no longer pink in the center, about 7 to 9 minutes per side. An instant-read thermometer inserted into the center should read 145 degrees F (63 degrees C)."", ""Serve hot and enjoy!""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/235158/worlds-best-honey-garlic-pork-chops/
37,Italian Meatballs,20,8,103,6,7,3,0,10,1,"[""vegetarian"", ""breakfast"", ""lunch"", ""dinner"", ""quick""]","[""0.33333334326744 cup plain bread crumbs"", ""0.5 cup milk"", ""2 tablespoons olive oil"", ""1 onion, diced"", ""1 pound ground beef"", ""1 pound ground pork"", ""2 eggs"", ""2 tablespoons grated Parmesan cheese"", ""0.25 bunch fresh parsley, chopped"", ""3 cloves garlic, crushed"", ""2 teaspoons salt"", ""1 teaspoon ground black pepper"", ""1 teaspoon dried Italian herb seasoning"", ""0.5 teaspoon red pepper flakes""]","[""Gather all ingredients."", ""Cover a baking sheet with foil and spray lightly with cooking spray. Soak bread crumbs in milk in a small bowl for 20 minutes."", ""Meanwhile, heat olive oil in a skillet over medium heat. Add onion; cook and stir until onion has softened and turned translucent, about 5 minutes. Reduce heat to low and continue cooking and stirring until onion is very tender, about 15 minutes more."", ""Gently stir beef and pork together in a large bowl. Add onions, bread crumb mixture, eggs, Parmesan cheese, parsley, garlic, salt, black pepper, Italian herb seasoning, and red pepper flakes; mix together using a rubber spatula until combined. Cover and refrigerate for about one hour."", ""Preheat the oven to 425 degrees F (220 degrees C)."", ""Form mixture into balls about 1 \u00bd inches in diameter; arrange in a single layer on the prepared baking sheet."", ""Bake in the preheated oven until browned and cooked through, 15 to 20 minutes."", ""Serve with your favorite tomato sauce. Enjoy!""]",,Allrecipes,Original recipe from Allrecipes: https://www.allrecipes.com/recipe/220854/chef-johns-italian-meatballs/
